sentence,label,datatype,title,publication_date,file_id,-1,Profit,Dividend,MergerAcquisition,SalesVolume,BuyRating,QuarterlyResults,TargetPrice,ShareRepurchase,Turnover,Debt
Fully diluted earnings per share were up 5 per cent at EUR1.54.,['Profit'],holdout,unilever turnover rises 10.5% despite european weakness,24-01-2013,715,0,1,0,0,0,0,0,0,0,0,0
BHP Billiton pressed the case for its proposed takeover of rival Rio Tinto as it unveiled record full-year profits yesterday .,['Profit'],holdout,buoyant bhp presses rio bid,19-08-2008,590,0,1,0,0,0,0,0,0,0,0,0
British Land has become the first leading property company to demonstrate the effects of a slowdown in the market with a sharply diminished rise in the value of its real estate portfolio in the past quarter .,['QuarterlyResults'],holdout,british land highlights slowdown,5-08-2010,331,0,0,0,0,0,0,1,0,0,0,0
"Oil stocks helped underpin the FTSE 100 , which added 7.23 points at 5,161.87 after a quiet day 's trading .",-1,holdout,industry data underpin unilever jump,10-10-2009,66,1,0,0,0,0,0,0,0,0,0,0
But he said forecasts were so tricky it was impossible to say if the world could shake off recession this year .,-1,holdout,basf swings to loss andfears 'even greater decline',27-02-2009,79,1,0,0,0,0,0,0,0,0,0,0
""" A final move from acquiring to divesting assets would represent a full 180-degree turn vis-a-vis the previous eras , from value destruction to expected value realisation . """,-1,holdout,vodafone lifted by prospect of french and chinese sales,27-05-2010,401,1,0,0,0,0,0,0,0,0,0,0
"Analysts said Unilever produced its best quarterly performance since the fourth quarter of 2002 in spite of a second write- down in its meal replacement business , Slim-Fast .",['QuarterlyResults'],holdout,unilever boosts turnround hopes,5-08-2005,595,0,0,0,0,0,0,1,0,0,0,0
""" You ca n't escape trying to start a business in the teeth of a downturn , "" said Sir Terry over a lunch of scallops and chicken , "" It is on the level of the IMF Asia crisis of 1997 . """,-1,holdout,tesco chief cautious despite store's pound(s)3.1bn record profit,22-04-2009,430,1,0,0,0,0,0,0,0,0,0,0
"Analysts believe BHP will press ahead with expansion of its iron ore mines in South Australia , which could cost as must as $ 22bn , because the company senses an opportunity to serve China 's need for steelmaking materials , while demand remains strong .",-1,holdout,FT other BHP,16-05-2012,907,1,0,0,0,0,0,0,0,0,0,0
"Deutsche Telekom is contemplating selling T-Mobile , its UK subsidiary and the fourth-largest operator , after years of underperformance , and Vodafone and Telefonica are considering making offers .",-1,holdout,vodafone in consolidation call,25-07-2009,910,1,0,0,0,0,0,0,0,0,0,0
Its projections assume that it will open them again in the next four to five years .,-1,holdout,tesco maintains appetite for us despite setback,6-10-2010,884,1,0,0,0,0,0,0,0,0,0,0
"Banks frequently sell investment products , often from insurance companies , in their branches through "" tied "" advisers - who do not advise on the whole market but instead just sell a limited range of products .",-1,holdout,barclays' fine makes further penalties likely,22-01-2011,649,1,0,0,0,0,0,0,0,0,0,0
"Tesco said price inflation in food continued over the quarter , particularly in fresh foods and meat - although it expects that pace to ease in the coming months .",-1,holdout,tesco looking at a merry christmas,6-12-2006,340,1,0,0,0,0,0,0,0,0,0,0
Shares in British Land gained 2.3 per cent to 629 1/2 p amid speculation that it could buy problem property loans from banks .,-1,holdout,british land builds on longest winning streak in nine months,5-07-2011,534,1,0,0,0,0,0,0,0,0,0,0
The world 's biggest mining company assessed the global economy 's prospects more sombrely than usual .,-1,holdout,diversity is linchpin of bhp's plan for potash,26-08-2010,563,1,0,0,0,0,0,0,0,0,0,0
"Vodafone had earnings before interest , tax , depreciation and amortisation of Pounds 6.2bn for the six months of its 2006-07 fiscal year , up 3 per cent on an organic basis .",['Profit'],holdout,vodafone eyes small eu targets *chief takes aim at european bit- players*but group's results are wid,15-11-2006,871,0,1,0,0,0,0,0,0,0,0,0
We will be encouraging the Bank of England topause given the level of debt now .,-1,holdout,tesco christmas sales up 5.9% *organic foods boost uk's biggest retail chain*demand for premium rang,17-01-2007,779,1,0,0,0,0,0,0,0,0,0,0
""" Just when you thought they were coming to the point when all the plates were spinning without falling off , one drops and it smashes all over the place , "" said Clive Black , analyst at Shore Capital .",-1,holdout,tesco struggles to spin all plates,3-10-2013,290,1,0,0,0,0,0,0,0,0,0,0
"Paul Polman , chief executive , lauded "" another good quarter of quality profitable growth ahead of our markets "" .",-1,holdout,unilever turnover rises 10% despite european weakness,24-01-2013,94,1,0,0,0,0,0,0,0,0,0,0
"Vedanta Resources added 2.5 per cent to pound(s)24.45 on the back of a Goldman Sachs upgrade to "" buy "" .",['BuyRating'],holdout,barclays bounces back after soothing fears over barcap,3-12-2009,218,0,0,0,0,0,1,0,0,0,0,0
WPP drifted 0.1 per cent to pound(s)12.57.,-1,holdout,tesco shares regain poise after earnings report,4-10-2013,272,1,0,0,0,0,0,0,0,0,0,0
BA is said to want the terms reset to reflect operating metrics rather than share prices .,-1,holdout,barclays tumbles 10.5% after moody's cuts debt rating,3-02-2009,528,1,0,0,0,0,0,0,0,0,0,0
The interim dividend rose 7.1 per cent to 2.85p.,['Dividend'],holdout,vodafone steps up non-core asset sales with pound(s)3bn softbank disposal,10-11-2010,812,0,0,1,0,0,0,0,0,0,0,0
"The global consumer goods company talks a lot about increasing its presence in emerging markets , which already account for half of sales .",-1,holdout,unileveralberto culver,28-09-2010,274,1,0,0,0,0,0,0,0,0,0,0
HSBC said the rise in underlying profit reflected increased revenues in its investment banking and commercial banking arms .,"['Profit', 'Turnover']",holdout,FT other HSBC,09-05-2012,115,0,1,0,0,0,0,0,0,0,1,0
BP added 1.5 per cent to 560 1/2p .,-1,holdout,bad-debt warning by barclays fails to halt footsie's advance london,27-05-2005,118,1,0,0,0,0,0,0,0,0,0,0
"Tesco , which has been expanding its non-food offer aggressively , said sales of non-food product accounted for about 6.5 per cent of group sales .",-1,holdout,tesco feels effect of weaker consumer confidence general retailers,26-11-2005,112,1,0,0,0,0,0,0,0,0,0,0
"Tesco has rejected any suggestion of additional Clubcard vouchers artificially inflating sales , and Ms Neville-Rolfe says that if they make an unexpected difference to sales , Tesco will make this clear .",['SalesVolume'],holdout,tesco to grapple with plan to expand,4-01-2010,205,0,0,0,0,1,0,0,0,0,0,0
Credit : By Michael Kavanagh in London,-1,holdout,retail rents offset drop in office space demand as british land looks to rebuild,18-11-2009,828,1,0,0,0,0,0,0,0,0,0,0
HMV Group rallied 3.4 per cent to 123 1/4p as nervous traders continued to buy back short positions before Thursday 's annual results .,-1,holdout,vodafone tipped as frontrunner to sell iphone in europe,26-06-2007,603,1,0,0,0,0,0,0,0,0,0,0
"The mobile network reseller also forecast mid-teen percentage growth in service revenue , far better than most analysts had expected in a tough UK market .",['Turnover'],holdout,bad-debt warning by barclays fails to halt footsie's advance london,27-05-2005,118,0,0,0,0,0,0,0,0,0,1,0
"The "" environment is ripe for a deal that could make both sides happy , "" Goldman 's team told clients .",-1,holdout,goldman says time is ripe for vodafone to quit us venture,27-10-2010,336,1,0,0,0,0,0,0,0,0,0,0
"Analysts expect Tesco 's trading update due tomorrow to show that sales growth had stalled since Christmas , with same-store sales expected to be down by about 0.5 per cent .",['SalesVolume'],holdout,tesco drops to low amid talk of cut in earnings guidance,4-06-2013,109,0,0,0,0,1,0,0,0,0,0,0
"The wider market pared initial gains to leave the FTSE 100 up by 4.81 points , or 0.1 per cent , at 5,356.34 by the close .",-1,holdout,tesco pushed to three-year low after customers shop elsewhere,29-05-2012,9,1,0,0,0,0,0,0,0,0,0,0
BHP 's move sparked concerns that Falkland Oil may have to tap shareholders to fund its drilling programme .,-1,holdout,bhp move hits falkland oil,29-09-2010,144,1,0,0,0,0,0,0,0,0,0,0
"During the 1990s he was president of AirTouch Communications , the US mobile operator that subsequently merged with Vodafone .",['MergerAcquisition'],holdout,"vodafone keeps eye on india for growth investors are worried about costs, write andrew parker, kate",22-12-2006,95,0,0,0,1,0,0,0,0,0,0,0
"Furthermore , the scheme is time limited .",-1,holdout,tesco experiments with clubcard as it seeks to lift uk sales growth,9-09-2010,983,1,0,0,0,0,0,0,0,0,0,0
"Unilever has raised hopes of a sustained turnround in its business after the consumer goods company yesterday reported good financial results for the second consecutive quarter , with underlying sales rising 3.3 per cent due to growth in emerging markets .","['QuarterlyResults', 'SalesVolume']",holdout,unilever boosts turnround hopes,5-08-2005,595,0,0,0,0,1,0,1,0,0,0,0
Espirito Santo estimated that the bank would need an extra EUR13.6bn to meet the 9 per cent capital threshold planned by the European Banking Authority - equivalent to about half its market value .,-1,holdout,cash call speculation lifts barclays as ftse ends on two-month high,13-10-2011,6,1,0,0,0,0,0,0,0,0,0,0
"Land Securities , trading ex-dividend , closed down 1.8 per cent to 658p .",-1,holdout,british land and segro drift lower,15-09-2011,384,1,0,0,0,0,0,0,0,0,0,0
"The news dragged down the shares of other major European telecoms companies , including Telefonica , Deutsche Telekom and France Telecom .",-1,holdout,vodafone falls 14% on sales warning,23-07-2008,744,1,0,0,0,0,0,0,0,0,0,0
"Graham Satchwell , a former policeman who heads Proco Solutions , a consultancy that tracks the diversion of drugs , said the problem was growing .",-1,holdout,FT other GSK,23-05-2005,902,1,0,0,0,0,0,0,0,0,0,0
"The rights issue will create two new shares at 225p for every three shares , a 53 per cent discount to Wednesday 's closing price .",-1,holdout,british land in pound(s)740m rights issue,13-02-2009,389,1,0,0,0,0,0,0,0,0,0,0
""" The consumer is increasingly more value conscious . . .",-1,holdout,unilever vows to focus on cheaper brands,7-08-2009,700,1,0,0,0,0,0,0,0,0,0,0
The rest of the bonuses were based on free cash flow and a comparison with rivals ' performances .,-1,holdout,vodafone refocuses executive pay plan,2-06-2011,210,1,0,0,0,0,0,0,0,0,0,0
UK chief 's exit follows shock profit warning ; Group battles to revive domestic performance,['Profit'],holdout,brasher to step down at tesco,15-03-2012,242,0,1,0,0,0,0,0,0,0,0,0
"In addition , the economics of the Olympic Dam project could become less favourable if Wayne Swan , the Australian treasurer , removes a diesel fuel rebate and the ability to offset the cost of removing overburden , or waste material , from a mine against tax .",-1,holdout,FT other BHP,02-05-2012,280,1,0,0,0,0,0,0,0,0,0,0
""" If funds are being sold properly , then the description is actually less important - as the adviser would understand the fund correctly and advise clients appropriately , "" said Danny Cox , head of financial advice at Hargreaves Lansdown .",-1,holdout,barclays' fine makes further penalties likely,22-01-2011,649,1,0,0,0,0,0,0,0,0,0,0
"Vodafone , of the UK , and Hutchison Whampoa , of Hong Kong , yesterday announced plans to merge their Australian mobile phone operations , in a move that should enable the combined business to better compete with local rivals .",['MergerAcquisition'],holdout,vodafone fuses with hutchison in australia,10-02-2009,256,0,0,0,1,0,0,0,0,0,0,0
The Financial Times reported this year that Barclays and four former traders were being investigated for allegedly manipulating the Californian electricity markets .,-1,holdout,barclays faces fresh blow as us energy watchdog eyes $100m fine,1-11-2012,321,1,0,0,0,0,0,0,0,0,0,0
Concern about Barclays ' exposure arose because the bank provided back-up credit facilities to several SIV-lites .,-1,holdout,barclays eases debt vehicle fear,29-08-2007,633,1,0,0,0,0,0,0,0,0,0,0
Healthcare company Allergan gained 1.2 per cent to $62.11 on news that its Botox product for reducing facial wrinkles was approved by the FDA to treat muscle spasms in joints .,-1,holdout,retail banks in focus amid talk of barclays interest,11-03-2010,813,1,0,0,0,0,0,0,0,0,0,0
Mr Kloppers must show his mettle now : impairments hurt ; rising profits heal .,-1,holdout,bhp billiton,23-08-2012,786,1,0,0,0,0,0,0,0,0,0,0
Gold miner Centamin jumped 13.1 per cent to 50p after its 2012 production beat previous guidance .,-1,holdout,lloyds and barclays to the fore in best ftse finish since may 2008,10-01-2013,897,1,0,0,0,0,0,0,0,0,0,0
Traders believe The People 's Bank of China will soon announce it has built its stake in BG to 3 per cent .,-1,holdout,barclays and rbs left bruised,14-12-2007,380,1,0,0,0,0,0,0,0,0,0,0
How is the miner allocating this largesse ?,-1,holdout,bhp billiton,24-08-2006,181,1,0,0,0,0,0,0,0,0,0,0
"Warren Ackerman , analyst at Evolution Securities , said the deal would increase Unilever 's European skin cleansing market share from 13 per cent to 23 per cent and increase its leadership position over Colgate , Henkel and Beiersdorf .",-1,holdout,unilever in eur1.3bn deal for sara lee brands,26-09-2009,449,1,0,0,0,0,0,0,0,0,0,0
But first-half results from both during the past two weeks suggest there is reason for a more generous stance towards British Land .,-1,holdout,british land,21-11-2012,507,1,0,0,0,0,0,0,0,0,0,0
"BASF said less demand for chemicals and plastics saw first-quarter sales in Asia , the manufacturing hub for many industries , fall 34 per cent .","['QuarterlyResults', 'SalesVolume']",holdout,basf wields axe as demand weakens,1-05-2009,959,0,0,0,0,1,0,1,0,0,0,0
"The Melbourne-based miner defended itself by repeating that it was only interested in "" long-life , low-cost , tier one assets "" .",-1,holdout,bhp's potash bid puts m&a back on mining agenda,18-08-2010,117,1,0,0,0,0,0,0,0,0,0,0
"BHP Billiton ' s interim results on Wednesday and Rio Tinto ' s full-year results on Thursday will be highlights during a week of announcements by leading mining companies , writes William MacNamara .",-1,holdout,bhp and rio offer iron-clad earnings,8-02-2010,231,1,0,0,0,0,0,0,0,0,0,0
It expects its profit margins to be 1 per cent lower in 2007 .,['Profit'],holdout,sarin pledges to fight rebellion *embattled vodafone chief expects re-election *investors holding 10,25-07-2006,61,0,1,0,0,0,0,0,0,0,0,0
Andrew Jack,-1,holdout,tesco withdraws painkiller offer,5-10-2006,4,1,0,0,0,0,0,0,0,0,0,0
The company said that its energy division profited from higher natural gas prices .,-1,holdout,basf wields axe as global slump hits demand,1-05-2009,407,1,0,0,0,0,0,0,0,0,0,0
Mr Higginson said the 15 stores on the West Coast had got off to a good start .,-1,holdout,tesco urges 'decisive' interest rate cut,5-12-2007,185,1,0,0,0,0,0,0,0,0,0,0
"Theories involving a merger with Marks and Spencer , down 1.3 per cent to 337 1/4 p , were also being given another outing .",-1,holdout,vodafone benefits from robust results of us counterpart,28-04-2009,736,1,0,0,0,0,0,0,0,0,0,0
"All the biggest food chains , bar Wm Morrison , have been pushing aggressively into online shopping as more consumers switch to the internet in order to buy groceries .",-1,holdout,tesco stalls in home deliveries survey,23-05-2009,208,1,0,0,0,0,0,0,0,0,0,0
"He said investors should not be scared off the renewables sector , but "" the market support mechanisms need to be very clear and long term to encourage investment .",-1,holdout,ailing group's plea on barclays debt deal,27-06-2007,365,1,0,0,0,0,0,0,0,0,0,0
Lloyds and Barclays to the fore in best FTSE finish since May 2008,-1,holdout,lloyds and barclays to the fore in best ftse finish since may 2008,10-01-2013,897,1,0,0,0,0,0,0,0,0,0,0
"Biggest movers , Page 27",-1,holdout,barclays leads banking sector falls on concerns over funding gap,18-05-2012,249,1,0,0,0,0,0,0,0,0,0,0
Vodafone missed out on the FTSE 100 's biggest gain in three weeks amid concerns that its results next week might disappoint the market .,-1,holdout,vodafone misses footsie gains after analysts cut earnings expectations,11-05-2011,96,1,0,0,0,0,0,0,0,0,0,0
"Concerns about the insurer 's subprime liabilities looked overdone , said the broker .",-1,holdout,barclays under pressure as banks lead footsie lower,16-12-2009,586,1,0,0,0,0,0,0,0,0,0,0
This new generation will take centre stage next month when Lowell McAdam will replace Mr Seidenberg as Verizon Communications ' chief executive .,-1,holdout,the waiting game pays off for vodafone,30-07-2011,820,1,0,0,0,0,0,0,0,0,0,0
BHP responds to Rio with record output,-1,holdout,bhp responds to rio with record output,24-01-2008,840,1,0,0,0,0,0,0,0,0,0,0
Verizon Communications will therefore get $5.5bn.,-1,holdout,the waiting game pays off for vodafone,30-07-2011,820,1,0,0,0,0,0,0,0,0,0,0
"Vodafone has arranged Dollars 3.5bn of 18-month loans through a consortium of five banks , despite saying it would self-fund its acquisition of a controlling stake in Indian mobile group Hutchison Essar , writes Paul J . Davies .",-1,holdout,vodafone arranges dollars 3.5bn loan financing,14-02-2007,724,1,0,0,0,0,0,0,0,0,0,0
"Sector peer Anglo American gained 3.2 per cent to pound(s)28.09 on the back of "" buy "" advice from Merrill Lynch .",['BuyRating'],holdout,bhp billiton and anglo american lead footsie higher,19-01-2010,798,0,0,0,0,0,1,0,0,0,0,0
"Credit : By Patrick Jenkins , Sharlene Goff and Adam Jones in London",-1,holdout,barclays' bad month capped by double blow,28-07-2012,479,1,0,0,0,0,0,0,0,0,0,0
"Since last September , Mr Colao has sold Vodafone 's minority stakes in Chinese , Japanese , French and Polish mobile operators , because he wants to focus on the UK group 's controlled assets .",-1,holdout,the waiting game pays off for vodafone,30-07-2011,820,1,0,0,0,0,0,0,0,0,0,0
Shire gained 1.3 per cent to 951 1/2p ahead of today 's annual results .,-1,holdout,vodafone dragged down by fears of a price war in us,21-02-2008,356,1,0,0,0,0,0,0,0,0,0,0
Home Retail Group climbed 5.2 per cent to 108.9p amid expectations that new managing director John Walden would present a strategic review to reshape the group 's Argos business .,-1,holdout,tesco up on hopes that expansion plan cuts will help trigger buybacks,18-10-2012,773,1,0,0,0,0,0,0,0,0,0,0
The weak oil price and a downgrade from RBS did the damage .,['BuyRating'],holdout,vodafone's shine puts miners and oil groups in the dark,3-09-2008,867,0,0,0,0,0,1,0,0,0,0,0
"Man Group dropped 6 per cent to 156 1/4 p after a poor week for AHL , the fund estimated to provide about four-fifths of its profit .",-1,holdout,cash call speculation lifts barclays as ftse ends on two-month high,13-10-2011,6,1,0,0,0,0,0,0,0,0,0,0
"Lombard , Page 18 Clubcard route , Page 19",-1,holdout,vouchers flatter christmas at tesco,13-01-2010,322,1,0,0,0,0,0,0,0,0,0,0
BarCap spoiler at the Barclays party,-1,holdout,barcap spoiler at the barclays party,11-11-2009,653,1,0,0,0,0,0,0,0,0,0,0
"The fund will support initiatives such as the provision of face-to-face money advice , the promotion of services for people who do not normally go to see debt advisers and the stimulation of demand for mainstream financial services .",-1,holdout,philanthropic project set up to battle ignorance barclays is putting its money and its staff behind,19-06-2006,469,1,0,0,0,0,0,0,0,0,0,0
The SEC has restrictions on companies buying back shares until an offer has been declared unconditional .,-1,holdout,sec could delay barclays share buy-back,25-07-2007,556,1,0,0,0,0,0,0,0,0,0,0
"But if the net debt situation is manageable , sorting out Tesco US is a little more out of Sir Terry 's control .",-1,holdout,tesco chief cautious despite store's pound(s)3.1bn record profit,22-04-2009,430,1,0,0,0,0,0,0,0,0,0,0
""" BHP thinks there 's a window of opportunity in the iron ore market before demand starts heading south in 2025 ... and they can make good money from the [ Pilbara ] in that time , ' said Glyn Lawcock , the Sydney-based head of resource research at UBS .",-1,holdout,FT other BHP,02-05-2012,280,1,0,0,0,0,0,0,0,0,0,0
It needs the money in order to comply with new regulations on capital and leverage .,-1,holdout,barclays' cash call,3-08-2013,922,1,0,0,0,0,0,0,0,0,0,0
"Yet while BarCap increased profits by a fifth in the first half , HSBC 's investment bank saw an 18 per cent decline .",['Profit'],holdout,barclays the,6-08-2005,263,0,1,0,0,0,0,0,0,0,0,0
"Standard Life , another top-10 shareholder , said the changes to Vodafone 's balance sheet structure were "" appropriate "" .",-1,holdout,sarin 'buys time' with pounds 9bn increase in vodafone pay-out,31-05-2006,316,1,0,0,0,0,0,0,0,0,0,0
"Turnover at BHP Billiton , the world 's biggest mining company , rose 28 per cent to Dollars 31.8bn ( Pounds 17.7bn ) in the year to June 30 , thanks to higher volumes in many products and rising commodity prices .","['Turnover', 'SalesVolume']",holdout,bhp looks to expand through acquisitions,25-08-2005,683,0,0,0,0,1,0,0,0,0,1,0
"Mr Colao described Vodafone 's relationship with Telecom Egypt as "" very good "" .",-1,holdout,vodafone in talks to sell egypt stake,21-05-2010,327,1,0,0,0,0,0,0,0,0,0,0
GSK in push to replace takeover target 's board,-1,holdout,FT other GSK,31-05-12,335,1,0,0,0,0,0,0,0,0,0,0
Tesco 's name was linked to Albertson 's late last year after the US supermarket chain put itself up for sale .,-1,holdout,tesco rules out big acquisition in us,9-01-2006,131,1,0,0,0,0,0,0,0,0,0,0
"The news bolstered others in the sector includingKazakhmys , up 3.2 per cent to 837p , and Lonmin , 4.6 per cent higher at Pounds 21.26.",-1,holdout,barclays shares knocked back on fears it may hit acquisition trail london,16-02-2006,147,1,0,0,0,0,0,0,0,0,0,0
We are going to be a bit short of stock into next week .,-1,holdout,tesco struggles to spin all plates,3-10-2013,290,1,0,0,0,0,0,0,0,0,0,0
HSBC plans expansion in emerging markets CONSUMER FINANCE :,-1,holdout,FT other HSBC,25-05-2005,948,1,0,0,0,0,0,0,0,0,0,0
Buoyant BHP presses Rio bid,-1,holdout,buoyant bhp presses rio bid,19-08-2008,590,1,0,0,0,0,0,0,0,0,0,0
Yesterday credit rating agency Moody 's downgraded Tesco 's credit rating by one notch .,-1,holdout,"misfortunes aside, tesco chief is no lemony snicket",21-04-2012,733,1,0,0,0,0,0,0,0,0,0,0
"The M&A talk also bolstered mid-cap Colt Telecom , up 5.2 per cent to 65 1/4p .",-1,holdout,vodafone sale talks drive up volumes london,4-03-2006,769,1,0,0,0,0,0,0,0,0,0,0
"Businesses in eastern Europe , the Middle East , Africa , and Asia reported revenue of Pounds 3.1bn for 2006-07 , up 21 per cent on an organic basis .",['Turnover'],holdout,vodafone eyes small eu targets *chief takes aim at european bit- players*but group's results are wid,15-11-2006,871,0,0,0,0,0,0,0,0,0,1,0
""" We need to see progress on milestones - signs that they 'll meet or beat their targets , "" he adds .",-1,holdout,FT other BP,02-05-2012,541,1,0,0,0,0,0,0,0,0,0,0
Barclays stands out as banking sector gives Footsie a leg up,-1,holdout,barclays stands out as banking sector gives footsie a leg up,2-09-2011,538,1,0,0,0,0,0,0,0,0,0,0
"By acquiring the world 's biggest potash producer , BHP would be taking a bet that farmers will need more fertilisers to meet rising food demand as incomes rise across the developing world .",-1,holdout,bhp's potash bid puts m&a back on mining agenda,18-08-2010,117,1,0,0,0,0,0,0,0,0,0,0
"Barclays is buying back a troublesome $9.3bn ( pound(s)5.6bn ) portfolio of credit assets , codenamed Protium , 18 months after selling it to a fund dominated by former employees in an elaborate accounting manoeuvre designed to make its profits less volatile .",-1,holdout,barclays buys back $9bn portfolio of credit assets from former staff,28-04-2011,411,1,0,0,0,0,0,0,0,0,0,0
"When we did our research we were worried about own-label but what came out was businesses such as Trader Joes , Whole Foods , Costco , all trade own- label strongly . """,-1,holdout,tesco urges 'decisive' interest rate cut,5-12-2007,185,1,0,0,0,0,0,0,0,0,0,0
"However , HGS shares which have traded higher than the offer price since GSK was rebuffed , closed down 0.2 per cent to $ 14.59 in New York .",-1,holdout,FT other GSK,12-05-2012,542,1,0,0,0,0,0,0,0,0,0,0
Arm Holdings gained 4.9 per cent to 239 1/2 p on tracker fund demand ahead of its addition to MSCI indices taking effect today .,-1,holdout,vodafone lifted by prospect of french and chinese sales,27-05-2010,401,1,0,0,0,0,0,0,0,0,0,0
Text messaging has so far been the dominant component of data services .,-1,holdout,vodafone revamps with musiwave deal mobile telecommunications,26-10-2006,849,1,0,0,0,0,0,0,0,0,0,0
"Last month Merrill Lynch sold collateralised debt obligations with a nominal value of more than $30bn to Lone Star , the US private equity group , at about 22 per cent of face value .",-1,holdout,barclays disposes of pound(s)6bn worth of loans,8-08-2008,145,1,0,0,0,0,0,0,0,0,0,0
"Unilever said the joint venture would also help it identify "" new business opportunities . """,-1,holdout,unilever likely to shed more assets,26-06-2007,443,1,0,0,0,0,0,0,0,0,0,0
"Reckitt Benckiser fell 4.3 per cent to pound(s)34.97 after its first-quarter results showed a surprisingly weak performance in Europe , which dragged sales growth below consensus forecasts .","['QuarterlyResults', 'SalesVolume']",holdout,bhp and rio dive as commodities feel weight of debt fears,28-04-2010,103,0,0,0,0,1,0,1,0,0,0,0
"WMC shares closed down 7 cents at ADollars 7.83 , against the offer price of ADollars 7.85 .",-1,holdout,FT other BHP,27-05-2005,535,1,0,0,0,0,0,0,0,0,0,0
"Ahead of its results on Thursday , Vodafone took on 1.6 per cent to 177 3/4 p , helped by recommendations from JPMorgan Cazenove and Merrill Lynch .",-1,holdout,barclays threatens weak start to earnings season as ftse 100 stalls,7-02-2012,928,1,0,0,0,0,0,0,0,0,0,0
"The group had traded profitably so far this year despite challenging market conditions , Mr Lucas said .",-1,holdout,barclays keeps options open on capital ratios,16-05-2008,921,1,0,0,0,0,0,0,0,0,0,0
""" Alternatively , if an outcome closer to the status quo is maintained , there is significant potential upside in the stock anyway . """,-1,holdout,barclays stands out as banking sector gives footsie a leg up,2-09-2011,538,1,0,0,0,0,0,0,0,0,0,0
IT services group Logica edged up 0.1 per cent to 85 1/2 p with Evolution Securities trimming forecasts but staying positive ahead of a trading update due early in November .,-1,holdout,cash call speculation lifts barclays as ftse ends on two-month high,13-10-2011,6,1,0,0,0,0,0,0,0,0,0,0
"This weak trading performance from Britain 's most consistently profitable retailer highlights how its high-profile price cutting campaign this autumn , which cost the retailer more than pound(s)500m , has failed to revive its UK performance , putting pressure on new chief executive Philip Clarke , and Richard Brasher , head of Tesco 's UK business .",-1,holdout,tensions rise at tesco as chain is set for worst christmas sales for decades,7-01-2012,409,1,0,0,0,0,0,0,0,0,0,0
"The news will strengthen fears that the commercial property market could be heading for a second dip in values later this year , having seen values bounce surprisingly strongly since hitting a floor last summer .",-1,holdout,british land highlights slowdown,5-08-2010,331,1,0,0,0,0,0,0,0,0,0,0
The mobile phone group 's hefty loss reflects a pound(s)5.9bn impairment charge against its struggling Spanish and Italian operations,-1,holdout,vodafone (vod),17-11-2012,747,1,0,0,0,0,0,0,0,0,0,0
""" We actually think Vodafone has the right strategy of using its high level of cash generated from its mature operations in Europe to invest in emerging markets , "" he says .",-1,holdout,clues sought in vodafone price mystery on london tony tassell,2-06-2007,40,1,0,0,0,0,0,0,0,0,0,0
News that Hewlett-Packard was preparing a $10bn takeover offer for the software maker came too late for London traders to react .,['MergerAcquisition'],holdout,barclays left battered in ftse's sharpest fall for over two years,19-08-2011,5,0,0,0,1,0,0,0,0,0,0,0
ITV would not comment .,-1,holdout,unilever lines up pounds 200m of itv airtime,8-03-2006,601,1,0,0,0,0,0,0,0,0,0,0
There is another cognitive dissonance embodied in a buy-back .,-1,holdout,bhp buy-back portends slew of shares repurchases,17-02-2011,399,1,0,0,0,0,0,0,0,0,0,0
"Mr Goodyear said there was "" plenty of opportunity to spend money "" in the cash-rich mining sector but indicated that BHP would probably monitor takeover activity from the sidelines .",-1,holdout,annual profits up 63% at bhp *mining giant predicts the bull run will continue *investors unimpresse,24-08-2006,306,1,0,0,0,0,0,0,0,0,0,0
"Fear that this can not last , however , is the reason BHP 's shares have been steadily derated since 2004 : those listed in London now trade at less than nine times June 2007 earnings .",-1,holdout,bhp's payout the,8-02-2007,899,1,0,0,0,0,0,0,0,0,0,0
"John Kershaw , analyst at Merrill Lynch , said the transaction showed "" Morrison 's ambition but at a price "" .",-1,holdout,morrison steals a march on rival tesco,5-12-2008,473,1,0,0,0,0,0,0,0,0,0,0
Easter timing and leap year effects will now unwind and comparisons ease .,-1,holdout,vodafone,22-05-2013,600,1,0,0,0,0,0,0,0,0,0,0
S&P placed BHP 's A-plus / A-1 ratings on credit watch with negative implication while putting Rio Tinto 's BBB+/A-2 credit rating and associated debt on watch with positive implications .,-1,holdout,bhp's takeover options curtailed,14-11-2007,830,1,0,0,0,0,0,0,0,0,0,0
BHP Billiton yesterday unveiled a58 per cent rise in full-year operating profit and a 25 per cent increase in operating cash flow before capital expenditure to Dollars 12bn .,['Profit'],holdout,bhp billiton,24-08-2006,181,0,1,0,0,0,0,0,0,0,0,0
BHP said that it would develop these assets jointly to establish a leading position in fertilisers without needing to buy a major producer .,-1,holdout,bhp's potash bid puts m&a back on mining agenda,18-08-2010,117,1,0,0,0,0,0,0,0,0,0,0
"One of just five blue-chip stocks that closed in positive territory , BG shares rose 0.7 per cent to a record Pounds 10.91 on new stakebuilding rumours .",-1,holdout,barclays and rbs left bruised,14-12-2007,380,1,0,0,0,0,0,0,0,0,0,0
Once again mining stocks feltthe brunt of the sellingwith investors rushing to take profits as metals prices tumbled .,-1,holdout,rises for vodafone and bt group are bright spots among steep losses london,16-05-2006,192,1,0,0,0,0,0,0,0,0,0,0
